id,group_id,instruction,response,tier,source_id,source_url,captured_at,verified_by,verified_at,legacy_id,notes
mu-000187,mu-000187,"When are the Spring Semester 2027 mid-term exams for SoL, SoHM and SDMC?","Mid-term exams for SoL, SoHM and SDMC (as applicable) run from Monday 15 to Friday 19 March 2027.",TERMLY,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf
mu-000188,mu-000188,When is the mid-semester break in the Spring Semester 2027?,"The Spring mid-semester break is Monday 22 to Friday 26 March 2027, for the semester-system schools (ECSoE, SoL, IMSoE, SDMC, SoDI, SoHM).",TERMLY,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf
mu-000189,mu-000189,When are the Minor II exams in the Spring Semester 2027?,"Minor II exams for the Spring Semester run from Monday 12 to Saturday 17 April 2027, for ECSoE, IMSoE and SDMC as applicable.",TERMLY,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf
mu-000190,mu-000190,When are the end-semester (major) exams for the Spring Semester 2027?,"Major and supplementary exams for the Spring Semester run from Monday 24 May to Saturday 5 June 2027, for the semester-system schools (ECSoE, SoL, IMSoE, SDMC, SoDI, SoHM).",TERMLY,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf
mu-000191,mu-000191,When does the summer break start after the Spring Semester 2027?,"For the semester-system schools (ECSoE, SoL, IMSoE, SDMC, SoDI, SoHM), the end-semester break starts on Sunday 6 June 2027 and lasts until the start of the next academic year.",TERMLY,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf
mu-000192,mu-000192,When does the first trimester of 2026-27 begin for the School of Management?,"The School of Management's 1st Trimester begins on Monday 13 July 2026, which is also Registration Day for all SoM batches. Classes begin on Tuesday 14 July 2026.",TERMLY,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf
mu-000193,mu-000193,When are the School of Management's Trimester 1 mid-term exams in 2026?,SoM mid-term exams for the 1st Trimester run from Thursday 20 to Saturday 22 August 2026.,TERMLY,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf
mu-000194,mu-000194,When are the School of Management's Trimester 1 end-term exams in 2026?,SoM end-term exams for the 1st Trimester run from Saturday 26 to Wednesday 30 September 2026.,TERMLY,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf
mu-000195,mu-000195,When is the break after Trimester 1 for the School of Management in 2026?,The SoM break after the 1st Trimester runs from Thursday 1 to Sunday 4 October 2026.,TERMLY,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf | Source prints the start as '01st October 20260'; read as 2026.
mu-000196,mu-000196,When does the second trimester of 2026-27 begin for the School of Management?,The SoM 2nd Trimester begins on Monday 5 October 2026. Registration for all SoM batches and the first classes are on the same day.,TERMLY,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf
mu-000197,mu-000197,When are the School of Management's Trimester 2 mid-term exams?,SoM mid-term exams for the 2nd Trimester run from Thursday 19 to Saturday 21 November 2026.,TERMLY,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf | Source omits the year on both dates; 2026 fits the sequence and the weekdays.
mu-000198,mu-000198,When are the School of Management's Trimester 2 end-term exams?,SoM end-term exams for the 2nd Trimester run from Saturday 26 to Wednesday 30 December 2026.,TERMLY,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf
mu-000199,mu-000199,When is the break after Trimester 2 for the School of Management?,The SoM break after the 2nd Trimester runs from Thursday 31 December 2026 to Sunday 17 January 2027.,TERMLY,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf
mu-000200,mu-000200,When does the third trimester of 2026-27 begin for the School of Management?,"The SoM 3rd Trimester begins on Monday 18 January 2027, with Registration Day for all batches. Classes begin on Tuesday 19 January 2027.",TERMLY,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf
mu-000201,mu-000201,When are the School of Management's Trimester 3 mid-term exams?,SoM mid-term exams for the 3rd Trimester run from Thursday 25 to Saturday 27 February 2027.,TERMLY,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf
mu-000202,mu-000202,When are the School of Management's Trimester 3 end-term exams?,SoM end-term exams for the 3rd Trimester run from Monday 5 to Friday 9 April 2027.,TERMLY,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf
mu-000203,mu-000203,When are the School of Management's supplementary exams in 2027?,SoM supplementary exams run from Saturday 10 to Friday 16 April 2027. The 3rd Trimester break then starts on Saturday 17 April 2027 and lasts until the next academic year.,TERMLY,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf | Source omits the year on the end date; 16 April 2027 is a Friday.
mu-000204,mu-000204,When is Convocation 2026 at Mahindra University?,Convocation 2026 is on Sunday 2 August 2026.,TERMLY,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf
mu-000205,mu-000205,Does the School of Management follow semesters or trimesters?,"The School of Management (SoM) follows a trimester system, with mid-term and end-term exams in each trimester. ECSoE, SoL, IMSoE, SDMC, SoDI and SoHM follow a semester system with minor, mid-term and end-term exams as applicable.",STATIC,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf
mu-000206,mu-000206,What are the university holidays in the Fall Semester 2026?,"Holidays in 2026 are: Independence Day (Sat 15 August), Janmashtami (Fri 4 September), Ganesh Chaturthi (Mon 14 September), Gandhi Jayanthi (Fri 2 October), Dussehra (Tue 20 October), Diwali (Sun 8 and Mon 9 November), Guru Nanak Jayanthi (Tue 24 November) and Christmas (Fri 25 December).",TERMLY,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf
mu-000207,mu-000207,What are the university holidays in the Spring Semester 2027?,"Holidays in 2027 are: New Year's Day (Fri 1 January), Makar Sankranti (Fri 15 January), Republic Day (Tue 26 January), Maha Shivaratri (Sat 6 March), Eid (Wed 10 March), Holi (Mon 22 March), Good Friday (Fri 26 March), Ugadi (Wed 7 April), Ambedkar Jayanthi (Wed 14 April) and Rama Navami (Thu 15 April).",TERMLY,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf
mu-000208,mu-000208,Is Independence Day a holiday at Mahindra University in 2026-27?,Yes. Independence Day is a university holiday on Saturday 15 August 2026.,TERMLY,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf
mu-000209,mu-000209,Is Janmashtami a holiday at Mahindra University in 2026-27?,Yes. Janmashtami is a university holiday on Friday 4 September 2026.,TERMLY,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf
mu-000210,mu-000210,Is Ganesh Chaturthi a holiday at Mahindra University in 2026-27?,Yes. Ganesh Chaturthi is a university holiday on Monday 14 September 2026.,TERMLY,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf
mu-000211,mu-000211,Is Mahatma Gandhi Jayanthi a holiday at Mahindra University in 2026-27?,Yes. Mahatma Gandhi Jayanthi is a university holiday on Friday 2 October 2026.,TERMLY,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf
mu-000212,mu-000212,Is Dussehra a holiday at Mahindra University in 2026-27?,Yes. Dussehra is a university holiday on Tuesday 20 October 2026.,TERMLY,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf
mu-000213,mu-000213,Is Diwali a holiday at Mahindra University in 2026-27?,Yes. Diwali is a university holiday on Sunday 8 and Monday 9 November 2026.,TERMLY,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf
mu-000214,mu-000214,Is Guru Nanak Jayanthi a holiday at Mahindra University in 2026-27?,Yes. Guru Nanak Jayanthi is a university holiday on Tuesday 24 November 2026.,TERMLY,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf
mu-000215,mu-000215,Is Christmas a holiday at Mahindra University in 2026-27?,Yes. Christmas is a university holiday on Friday 25 December 2026.,TERMLY,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf
mu-000216,mu-000216,Is New Year's Day a holiday at Mahindra University in 2026-27?,Yes. New Year's Day is a university holiday on Friday 1 January 2027.,TERMLY,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf
mu-000217,mu-000217,Is Makar Sankranti a holiday at Mahindra University in 2026-27?,Yes. Makar Sankranti is a university holiday on Friday 15 January 2027.,TERMLY,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf
mu-000218,mu-000218,Is Republic Day a holiday at Mahindra University in 2026-27?,Yes. Republic Day is a university holiday on Tuesday 26 January 2027.,TERMLY,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf
mu-000219,mu-000219,Is Maha Shivaratri a holiday at Mahindra University in 2026-27?,Yes. Maha Shivaratri is a university holiday on Saturday 6 March 2027.,TERMLY,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf
mu-000220,mu-000220,Is Eid a holiday at Mahindra University in 2026-27?,Yes. Eid is a university holiday on Wednesday 10 March 2027.,TERMLY,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf
mu-000221,mu-000221,Is Holi a holiday at Mahindra University in 2026-27?,Yes. Holi is a university holiday on Monday 22 March 2027.,TERMLY,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf
mu-000222,mu-000222,Is Good Friday a holiday at Mahindra University in 2026-27?,Yes. Good Friday is a university holiday on Friday 26 March 2027.,TERMLY,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf
mu-000223,mu-000223,Is Ugadi a holiday at Mahindra University in 2026-27?,Yes. Ugadi is a university holiday on Wednesday 7 April 2027.,TERMLY,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf
mu-000224,mu-000224,Is Ambedkar Jayanthi a holiday at Mahindra University in 2026-27?,Yes. Ambedkar Jayanthi is a university holiday on Wednesday 14 April 2027.,TERMLY,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf
mu-000225,mu-000225,Is Rama Navami a holiday at Mahindra University in 2026-27?,Yes. Rama Navami is a university holiday on Thursday 15 April 2027.,TERMLY,SRC-P-01,https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/06/Academic-Calendar-2026-2027.pdf,2026-09-23,,,,Drafted by Claude from the PDF on 2026-09-23; verify every date against assets/Academic-Calendar-2026-2027.pdf
