knowledge_id,source_type,category,subcategory,entity,title,description,details,location,school_department,program,eligibility,fees,contact,source_id,source_url,source_page,original_record_id,verification_status,notes,entity_group
KN-0125,website,Student Life,Student Clubs,Coding Ninjas MU Chapter,Coding Ninjas MU Chapter,Strengthens programming and problem-solving skills through coding challenges and mentorship.,,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-125,,,
KN-0126,website,Student Life,Student Clubs,Community Service Club (Outreach),Community Service Club (Outreach),"Education drives, environmental clean-ups and other student social-impact initiatives.",Listed separately from 'Outreach & Social Impact Club' on the page.,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-126,,,
KN-0127,website,Student Life,Student Clubs,Cyber Security Club (Secret Garden),Cyber Security Club (Secret Garden),"Workshops, capture-the-flag challenges and discussions on ethical hacking and cybersecurity.",Listed separately from 'Secret Garden - Cybersecurity Club' on the page.,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-127,,Possible same club as MU-155; see combined_duplicate_review.csv.,
KN-0128,website,Student Life,Student Clubs,Dance Club - 8 Counts,Dance Club - 8 Counts,"Diverse dance forms, from stage performances to cultural fests.",,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-128,,,
KN-0129,website,Student Life,Student Clubs,Debate & Literary Club (Erudite),Debate & Literary Club (Erudite),"Debates, readings and writing sessions to build clear thinking and confident speaking.",Listed separately from 'Literary Society - The Erudite Club' on the page.,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-129,,,
KN-0130,website,Student Life,Student Clubs,Echo - MU Monthly Newspaper,Echo - MU Monthly Newspaper,"Documents university life through news, interviews and creative stories; builds journalistic, editorial and design skills.",,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-130,,,
KN-0131,website,Student Life,Student Clubs,Electronics & IoT Club (Lincoln Labs),Electronics & IoT Club (Lincoln Labs),"Members design embedded systems and IoT devices, building circuits and prototypes.",,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-131,,,
KN-0132,website,Student Life,Student Clubs,Entrepreneurship & Innovation Cell (EIC),Entrepreneurship & Innovation Cell (EIC),"Supports ideation, mentorship and startup incubation for students.",,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-132,,,
KN-0133,website,Student Life,Student Clubs,Enigma - Computer Science Club,Enigma - Computer Science Club,"Hands-on learning in algorithms, data structures and software development through peer teaching and projects.",,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-133,,,
KN-0134,website,Student Life,Student Clubs,Evolve Club,Evolve Club,"Focuses on mental wellness and personal growth through group activities, guided sessions and workshops.",,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-134,,,
KN-0135,website,Student Life,Student Clubs,Finance & Economics Society,Finance & Economics Society,"Connects economic theory to financial practice through market analysis, policy discussions and case studies.",,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-135,,,
KN-0136,website,Student Life,Student Clubs,Gas Monkeys Racing,Gas Monkeys Racing,Designs and builds performance vehicles for national engineering competitions.,,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-136,,,
KN-0137,website,Student Life,Student Clubs,Gender & Inclusion Forum - MU Athena,Gender & Inclusion Forum - MU Athena,"Promotes diversity, equity and inclusion through awareness campaigns and discussions.",,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-137,,,
KN-0138,website,Student Life,Student Clubs,Haven - Animal Welfare Club,Haven - Animal Welfare Club,"Advocates animal care through awareness, rescue drives, adoption camps and volunteer work.",,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-138,,,
KN-0139,website,Student Life,Student Clubs,ISB Technology Entrepreneurship Programme,ISB Technology Entrepreneurship Programme,In partnership with the Indian School of Business; entrepreneurial leadership through experiential learning and mentorship in technology-driven ventures.,,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-139,,,
KN-0140,website,Student Life,Student Clubs,Kalakriti - Cultural Club,Kalakriti - Cultural Club,"Music, dance, art and cultural exchange; performances and celebrations of Indian tradition.",,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-140,,,
KN-0141,website,Student Life,Student Clubs,Literary Society - The Erudite Club,Literary Society - The Erudite Club,"Literature, debate and creative writing.",Listed separately from 'Debate & Literary Club (Erudite)' on the page.,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-141,,,
KN-0142,website,Student Life,Student Clubs,Management Consulting Group (MCG),Management Consulting Group (MCG),Simulates real consulting challenges to develop analytical and problem-solving abilities.,,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-142,,,
KN-0143,website,Student Life,Student Clubs,Marketing Club - Vipanan,Marketing Club - Vipanan,"Strategy, branding and campaign design through competitions and marketing simulations.",,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-143,,,
KN-0144,website,Student Life,Student Clubs,Math Club,Math Club,"Puzzles, proofs and discussions on mathematics.",,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-144,,,
KN-0145,website,Student Life,Student Clubs,Media Club,Media Club,"Produces and curates visual content for campus events: photography, videography and digital storytelling.",,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-145,,,
KN-0146,website,Student Life,Student Clubs,Model United Nations (MU MUN),Model United Nations (MU MUN),"Simulates international diplomacy and negotiation; builds public speaking, research and negotiation skills.",,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-146,,,
KN-0147,website,Student Life,Student Clubs,NSS Unit (National Service Scheme),NSS Unit (National Service Scheme),Volunteerism and community service initiatives.,,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-147,,,
KN-0148,website,Student Life,Student Clubs,Orion Club - Aeronautics Society,Orion Club - Aeronautics Society,"Designs and studies aircraft systems through applied research and projects (aerodynamics, propulsion, aerospace design).",,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-148,,,
KN-0149,website,Student Life,Student Clubs,Outreach & Social Impact Club,Outreach & Social Impact Club,"Teaching, awareness and support programmes extending MU's community values beyond campus.",Listed separately from 'Community Service Club (Outreach)' on the page.,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-149,,,
KN-0150,website,Student Life,Student Clubs,Palaestro - Fitness Club,Palaestro - Fitness Club,"Group workouts, challenges and events promoting an active lifestyle.",,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-150,,,
KN-0151,website,Student Life,Student Clubs,Power Speakers Club,Power Speakers Club,Public speaking and leadership workshops with feedback.,,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-151,,,
KN-0152,website,Student Life,Student Clubs,Roboverse - Robotics Club,Roboverse - Robotics Club,"Designs and prototypes intelligent robotic systems integrating mechanics, electronics and AI.",,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-152,,,
KN-0153,website,Student Life,Student Clubs,SAE Aero Division,SAE Aero Division,Aircraft design and testing for national-level competitions.,,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-153,,,
KN-0154,website,Student Life,Student Clubs,SAE BAJA Division,SAE BAJA Division,"Designs, builds and races off-road vehicles for BAJA events.",Listed separately from 'BAJA SAE Team' on the page.,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-154,,,
KN-0155,website,Student Life,Student Clubs,Secret Garden - Cybersecurity Club,Secret Garden - Cybersecurity Club,Training in ethical hacking and secure software design.,Listed separately from 'Cyber Security Club (Secret Garden)' on the page.,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-155,,Possible same club as MU-127; see combined_duplicate_review.csv.,
KN-0156,website,Student Life,Student Clubs,SPIC MACAY - MU Chapter,SPIC MACAY - MU Chapter,Hosts classical music and art performances.,,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-156,,,
KN-0157,website,Student Life,Student Clubs,SRELP - Society for Research in Environmental Law & Policy,SRELP - Society for Research in Environmental Law & Policy,"Combines law and sustainability through seminars, writing and policy research.",,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-157,,,
KN-0158,website,Student Life,Student Clubs,Synolo - Music Club,Synolo - Music Club,Brings together singers and musicians to perform across genres.,,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-158,,,
KN-0159,website,Student Life,Student Clubs,TEDx Mahindra University,TEDx Mahindra University,"Organises independently curated TEDx events; students learn curation, production and event management.",,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-159,,,
KN-0160,website,Student Life,Student Clubs,The Fashion Club - Voguenze,The Fashion Club - Voguenze,"Designs, styles and showcases fashion as creative storytelling.",,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-160,,,
KN-0161,website,Student Life,Student Clubs,The Yoga Club,The Yoga Club,Structured yoga sessions promoting physical and mental harmony.,,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-161,,,
KN-0162,website,Student Life,Student Clubs,Zenith Science Club,Zenith Science Club,"Experimentation and inquiry across disciplines through demonstrations, outreach sessions and discussions.",,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-162,,,
KN-0163,website,Research & Innovation,Overview,Research and discovery at Mahindra University,Research and discovery at Mahindra University,"Homepage states students collaborate on funded projects and publish with faculty, with innovation across AI, energy, healthcare and sustainability through advanced labs, consultancy initiatives and global partnerships.",Figures shown: 1500+ publications in national and international peer-reviewed journals; 20+ active research areas; 15+ funded consultancy projects. Research overview page: https://www.mahindrauniversity.edu.in/research/,,,,,,,SRC-W-02,https://www.mahindrauniversity.edu.in/,Mahindra University: Best Private University in Hyderabad,MU-163,,,
KN-0164,website,Research & Innovation,Research Pages,Research and Innovation section pages,Research and Innovation section pages,Research menu pages: Research Labs; Publications & Patents; Research-based Consultancy; Sponsored Research Programmes; Research MoUs & Agreements; Advisory Council; Expertise Finder; Conferences; News & Press Releases.,Research labs: https://www.mahindrauniversity.edu.in/research/research-labs-at-mu/ ; publications: https://www.mahindrauniversity.edu.in/research/publications-and-patents/ ; consultancy: https://www.mahindrauniversity.edu.in/research/research-based-consultancy/ ; sponsored research: https://www.mahindrauniversity.edu.in/research/sponsored-research-programs/ ; MoUs: https://www.mahindrauniversity.edu.in/research/mous-agreements/ ; advisory council: https://www.mahindrauniversity.edu.in/research/advisory-council/ ; conferences: https://www.mahindrauniversity.edu.in/conference-workshop/ . Contents not extracted.,,,,,,,SRC-W-02,https://www.mahindrauniversity.edu.in/,Mahindra University: Best Private University in Hyderabad,MU-164,,,
KN-0165,website,Research & Innovation,Entrepreneurship,Innovation and entrepreneurship ecosystem,Innovation and entrepreneurship ecosystem,"Homepage describes a Babson-partnered centre, a student-led E-Cell and a full incubation hub, with sections on student projects, incubations and global partners.",Centre for Entrepreneurship and Innovation page: https://www.mahindrauniversity.edu.in/about-cei/,,Centre for Entrepreneurship and Innovation,,,,,SRC-W-02,https://www.mahindrauniversity.edu.in/,Mahindra University: Best Private University in Hyderabad,MU-165,,,
KN-0166,website,Placements & Careers,Overview,Placements and outcomes - key figures,Placements and outcomes - key figures,"Homepage states 4000+ placements to date, 400+ companies, 250+ graduate acceptances for advanced study and 400+ recruiters.",About Us page states 100+ recruiters for the same statistic. Placement page: https://www.mahindrauniversity.edu.in/placement/ (not extracted). Internships page: https://www.mahindrauniversity.edu.in/placement/internships/ (not extracted).,,,,,,,SRC-W-02,https://www.mahindrauniversity.edu.in/,Mahindra University: Best Private University in Hyderabad,MU-166,,,
KN-0167,website,Placements & Careers,Contact,Career-related queries,Career-related queries,Career-related queries can be sent to careers@mahindrauniversity.edu.in or 040-67135160.,,,,,,,careers@mahindrauniversity.edu.in; 040-67135160,SRC-W-09,https://www.mahindrauniversity.edu.in/contact-us/,Contact Us - Mahindra University (MU),MU-167,,,
KN-0168,website,Events & News,Events,ICETCI 2026,ICETCI 2026,The Sixth International Conference on Emerging Techniques in Computational Intelligence. Homepage event card date: 19 Aug; an Instagram post on the homepage gives conference dates as 19-22 August 2026.,Event page: https://www.mahindrauniversity.edu.in/events/icetci-2026/ (page not extracted),,,,,,,SRC-W-02,https://www.mahindrauniversity.edu.in/,Mahindra University: Best Private University in Hyderabad,MU-168,,,
KN-0169,website,Events & News,Events,Periodic Risk Tables: Toolkit for Developing Resilient Organisations,Periodic Risk Tables: Toolkit for Developing Resilient Organisations,Event about the Periodic Table of Enterprise Risks (PTER) and Periodic Risk Tables (PRTs). Homepage card date: 19 Jun.,Event page: https://www.mahindrauniversity.edu.in/events/periodic-risk-tables-toolkit-for-developing-resilient-organisations/ (page not extracted),,,,,,,SRC-W-02,https://www.mahindrauniversity.edu.in/,Mahindra University: Best Private University in Hyderabad,MU-169,,,
KN-0170,website,Events & News,Events,Full-day Workshop on Research Grant Writing,Full-day Workshop on Research Grant Writing,Workshop by the MU-VT Interdisciplinary Advanced Research Center for Transformative Technologies (IARCT2) with Virginia Tech. Homepage card date: 27 Feb.,Event page: https://www.mahindrauniversity.edu.in/events/full-day-workshop-on-research-grant-writing/ (page not extracted),,,,,,,SRC-W-02,https://www.mahindrauniversity.edu.in/,Mahindra University: Best Private University in Hyderabad,MU-170,,,
KN-0171,website,Events & News,Events,AIRO 2026,AIRO 2026,Mahindra University's inter-collegiate sports fest. Homepage card date: 29 Jan.,Event page: https://www.mahindrauniversity.edu.in/events/airo-2026/ (page not extracted),,,,,,,SRC-W-02,https://www.mahindrauniversity.edu.in/,Mahindra University: Best Private University in Hyderabad,MU-171,,,
KN-0172,website,Events & News,Events,Workshop on Trends in Modern Decision Making: Applications of MCDM and Optimisation,Workshop on Trends in Modern Decision Making: Applications of MCDM and Optimisation,"Homepage card date 15 Dec; the card text mentions a 5-day event at Mahindra University, Hyderabad, from June 23-27, 2025 (dates differ on the card).",Event page: https://www.mahindrauniversity.edu.in/events/workshop-on-trends-in-modern-decision-making-applications-of-mcdm-and-optimisation/ (page not extracted),,,,,,,SRC-W-02,https://www.mahindrauniversity.edu.in/,Mahindra University: Best Private University in Hyderabad,MU-172,,,
KN-0173,website,Events & News,Events,Amish Tripathi session on mythology,Amish Tripathi session on mythology,The Erudite - Literary and Debate Club hosted an evening of questions and answers with Amish Tripathi. Homepage card date: 1 Oct.,Event page: https://www.mahindrauniversity.edu.in/events/amish-tripathi-enthralls-students-in-an-evening-filled-with-questions-and-answers-on-mythology/ (page not extracted),,,,,,,SRC-W-02,https://www.mahindrauniversity.edu.in/,Mahindra University: Best Private University in Hyderabad,MU-173,,,
KN-0174,website,Events & News,Events,ICPEEV 2026,ICPEEV 2026,"IEEE IES technically co-sponsored first International Conference on Cyber Physical Systems, Power Electronics and Electric Vehicles - 2026.",Event page: https://www.mahindrauniversity.edu.in/conference-workshop/icpeev-2026/ (page not extracted),,,,,,,SRC-W-02,https://www.mahindrauniversity.edu.in/,Mahindra University: Best Private University in Hyderabad,MU-174,,,
KN-0175,website,Events & News,Events,International Conference on Contemporary Communication and Secure Networks (CCSN),International Conference on Contemporary Communication and Secure Networks (CCSN),Listed as an announcement on the homepage.,Event page: https://www.mahindrauniversity.edu.in/conference-workshop/ccsn-2026/ (page not extracted),,,,,,,SRC-W-02,https://www.mahindrauniversity.edu.in/,Mahindra University: Best Private University in Hyderabad,MU-175,,,
KN-0176,website,Events & News,News,Massey University partnership,Massey University partnership,Mahindra University and Massey University celebrate a new partnership with a delegation visit to New Zealand.,Article: https://www.mahindrauniversity.edu.in/media-releases/mahindra-university-and-massey-university-celebrate-new-partnership-with-delegation-visit-to-new-zealand/ (headline only; article not extracted). Media page: https://www.mahindrauniversity.edu.in/media-releases/,,,,,,,SRC-W-02,https://www.mahindrauniversity.edu.in/,Mahindra University: Best Private University in Hyderabad,MU-176,,,
KN-0177,website,Events & News,News,Monetisation of M&M shares received as endowment contribution,Monetisation of M&M shares received as endowment contribution,Announcement about monetisation of M&M shares received as an endowment contribution.,Article: https://www.mahindrauniversity.edu.in/media-releases/announcing-monetisation-of-mm-shares-received-as-endowment-contribution/ (headline only; article not extracted). Media page: https://www.mahindrauniversity.edu.in/media-releases/,,,,,,,SRC-W-02,https://www.mahindrauniversity.edu.in/,Mahindra University: Best Private University in Hyderabad,MU-177,,,
KN-0178,website,Events & News,News,Contribution of M&M shares by Anuradha and Anand Mahindra,Contribution of M&M shares by Anuradha and Anand Mahindra,Announcement of a contribution of M&M shares by Anuradha and Anand Mahindra to Mahindra University.,Article: https://www.mahindrauniversity.edu.in/media-releases/announcing-contribution-of-mm-shares-by-anuradha-and-anand-mahindra-to-mahindra-university/ (headline only; article not extracted). Media page: https://www.mahindrauniversity.edu.in/media-releases/,,,,,,,SRC-W-02,https://www.mahindrauniversity.edu.in/,Mahindra University: Best Private University in Hyderabad,MU-178,,,
KN-0179,website,Events & News,News,Bishnu Pal wins 2026 Sang Soo Lee Award from Optica,Bishnu Pal wins 2026 Sang Soo Lee Award from Optica,Mahindra University's Bishnu Pal wins the 2026 Sang Soo Lee Award from Optica.,Article: https://www.mahindrauniversity.edu.in/media-releases/mahindra-universitys-bishnu-pal-wins-prestigious-2026-sang-soo-lee-award-from-optica/ (headline only; article not extracted). Media page: https://www.mahindrauniversity.edu.in/media-releases/,,,,,,,SRC-W-02,https://www.mahindrauniversity.edu.in/,Mahindra University: Best Private University in Hyderabad,MU-179,,,
KN-0180,website,Events & News,News,Partnership with Boltzmann Labs,Partnership with Boltzmann Labs,Mahindra University partners with Boltzmann Labs to advance AI-driven life sciences research.,Article: https://www.mahindrauniversity.edu.in/media-releases/mahindra-university-partners-with-boltzmann-labs-to-advance-ai-driven-life-sciences-research/ (headline only; article not extracted). Media page: https://www.mahindrauniversity.edu.in/media-releases/,,,,,,,SRC-W-02,https://www.mahindrauniversity.edu.in/,Mahindra University: Best Private University in Hyderabad,MU-180,,,
KN-0181,website,Contact,General,General contact details,General contact details,"Address: Survey No: 62/1A, Bahadurpally, Jeedimetla, Hyderabad - 500043, Telangana. Landline 040-67135100. Mobile +91 9618592999. WhatsApp 9121314154. Alternative email info@mahindrauniversity.edu.in.","The page labels mahindrauni.hyd@gmail.com as the general enquiries email, while that link's mailto target is admissions@mahindrauniversity.edu.in. Shown as displayed.","Mahindra University, Survey No: 62/1A, Bahadurpally, Jeedimetla, Hyderabad - 500043, Telangana, India",,,,,040-67135100; +91 9618592999; WhatsApp 9121314154; info@mahindrauniversity.edu.in; mahindrauni.hyd@gmail.com,SRC-W-09,https://www.mahindrauniversity.edu.in/contact-us/,Contact Us - Mahindra University (MU),MU-181,,,
KN-0182,website,Contact,Admissions,Admissions office - general enquiries,Admissions office - general enquiries,Admission-related enquiries: admissions@mahindrauniversity.edu.in.,Physical location of the admissions office is not stated on the pages accessed.,,,,,,admissions@mahindrauniversity.edu.in,SRC-W-09,https://www.mahindrauniversity.edu.in/contact-us/,Contact Us - Mahindra University (MU),MU-182,,,
KN-0183,website,Contact,Admissions,MBA admissions contact,MBA admissions contact,MBA admissions: mba.admissions@mahindrauniversity.edu.in; +91-9963427036 / +91-9963476964.,,,,MBA,,,mba.admissions@mahindrauniversity.edu.in; +91-9963427036; +91-9963476964,SRC-W-09,https://www.mahindrauniversity.edu.in/contact-us/,Contact Us - Mahindra University (MU),MU-183,,,
KN-0184,website,Contact,Admissions,BBA / B.A. admissions contact,BBA / B.A. admissions contact,BBA/B.A. admissions - South & West: +91 9553433789; North & East: +91 7318551441 and +91 981134637 (as displayed).,,,,BBA; B.A.,,,South & West: +91 9553433789; North & East: +91 7318551441; +91 981134637 (as displayed),SRC-W-09,https://www.mahindrauniversity.edu.in/contact-us/,Contact Us - Mahindra University (MU),MU-184,,,
KN-0185,website,Contact,Admissions,School of Law admissions contact,School of Law admissions contact,School of Law admissions: +91 9154865736 and +91 9154865738.,,,School of Law,,,,+91 9154865736; +91 9154865738,SRC-W-09,https://www.mahindrauniversity.edu.in/contact-us/,Contact Us - Mahindra University (MU),MU-185,,,
KN-0186,website,Contact,Admissions,Executive Education contact,Executive Education contact,Executive education: executive.education@mahindrauniversity.edu.in; +91 9059538001.,,,Centre for Executive Education,,,,executive.education@mahindrauniversity.edu.in; +91 9059538001,SRC-W-09,https://www.mahindrauniversity.edu.in/contact-us/,Contact Us - Mahindra University (MU),MU-186,,,
KN-0187,website,Contact,Admissions,Head - Marketing and Admissions,Head - Marketing and Admissions,"Rakesh Sreedharan, Head - Marketing and Admissions: rakesh.s@mahindrauniversity.edu.in; mobile 9000188919; landline 040-67135188.",,,,,,,rakesh.s@mahindrauniversity.edu.in; 9000188919; 040-67135188,SRC-W-09,https://www.mahindrauniversity.edu.in/contact-us/,Contact Us - Mahindra University (MU),MU-187,,,
KN-0188,website,Contact,Admissions,Regional admissions contacts,Regional admissions contacts,"Ajay Mishra (Uttar Pradesh): ajay.mishra@mahindrauniversity.edu.in, 7705996324. Dibyendu Karmakar (West Bengal, North Eastern States, Odisha, Jharkhand, Chhattisgarh): dibyendu.karmakar@mahindrauniversity.edu.in, 9874838333. Abhinandan Kashyap (Delhi/NCR, Haryana, Punjab, Himachal Pradesh, Uttarakhand, Jammu & Kashmir): abhinandan.kashyap@mahindrauniversity.edu.in, 7982759762.",,,,,,,ajay.mishra@mahindrauniversity.edu.in; dibyendu.karmakar@mahindrauniversity.edu.in; abhinandan.kashyap@mahindrauniversity.edu.in,SRC-W-09,https://www.mahindrauniversity.edu.in/contact-us/,Contact Us - Mahindra University (MU),MU-188,,,
KN-0189,website,Contact,Other,Branding enquiries,Branding enquiries,Branding enquiries: branding@mahindrauniversity.edu.in.,,,,,,,branding@mahindrauniversity.edu.in,SRC-W-09,https://www.mahindrauniversity.edu.in/contact-us/,Contact Us - Mahindra University (MU),MU-189,,,
KN-0190,website,Contact,Other,Social media channels,Social media channels,"Official channels: Facebook (MahindraUni), Twitter (MahindraUni), Instagram (mahindrauni), LinkedIn (Mahindra Ecole Centrale school page) and YouTube.",Facebook: https://www.facebook.com/MahindraUni ; Twitter: https://twitter.com/MahindraUni ; Instagram: https://www.instagram.com/mahindrauni/,,,,,,,SRC-W-02,https://www.mahindrauniversity.edu.in/,Mahindra University: Best Private University in Hyderabad,MU-190,,,
KN-0191,campus_map,academic,,École Centrale School of Engineering,École Centrale School of Engineering,Label visible; spelling verify,,,,,,,,SRC-M-01,,closeup,MAP-001,pending_university_confirmation,"Entity link: École Centrale School of Engineering (clear); see combined_entity_overlap.csv. Source: campus_map_observations.csv; no map name, image filename or URL is recorded in the source file. Label observation kept verbatim in description.",École Centrale School of Engineering
KN-0192,campus_map,academic,,Academic Block,Academic Block,Label visible,,,,,,,,SRC-M-01,,closeup,MAP-002,pending_university_confirmation,"Entity link: Academic Block (partial); see combined_entity_overlap.csv. Source: campus_map_observations.csv; no map name, image filename or URL is recorded in the source file. Label observation kept verbatim in description.",Academic Block
KN-0193,campus_map,academic,,Vineet Nayyar Academic Block,Vineet Nayyar Academic Block,Label visible,,,,,,,,SRC-M-01,,closeup,MAP-003,pending_university_confirmation,"Entity link: Vineet Nayyar Academic Block (partial_conflict); see combined_entity_overlap.csv. Source: campus_map_observations.csv; no map name, image filename or URL is recorded in the source file. Label observation kept verbatim in description.",Vineet Nayyar Academic Block
KN-0194,campus_map,residential,,Hostels,Hostels,Multiple hostel areas visible; numbering verify,,,,,,,,SRC-M-01,,closeup,MAP-004,pending_university_confirmation,"Entity link: Hostels / residences (clear); see combined_entity_overlap.csv. Source: campus_map_observations.csv; no map name, image filename or URL is recorded in the source file. Label observation kept verbatim in description.",Hostels / residences
KN-0195,campus_map,residential,,Guest House,Guest House,Label visible,,,,,,,,SRC-M-01,,closeup,MAP-005,pending_university_confirmation,"Entity link: Guest House (clear); see combined_entity_overlap.csv. Source: campus_map_observations.csv; no map name, image filename or URL is recorded in the source file. Label observation kept verbatim in description.",Guest House
KN-0196,campus_map,sports,,Soccer Field,Soccer Field,Label visible,,,,,,,,SRC-M-01,,closeup,MAP-006,pending_university_confirmation,"Entity link: Soccer Field (partial); see combined_entity_overlap.csv. Source: campus_map_observations.csv; no map name, image filename or URL is recorded in the source file. Label observation kept verbatim in description.",Soccer Field
KN-0197,campus_map,utility,,Convention Centre,Convention Centre,Label visible,,,,,,,,SRC-M-01,,closeup,MAP-007,pending_university_confirmation,"Entity link: Convention Centre / Center (campus_map_only); see combined_entity_overlap.csv. Source: campus_map_observations.csv; no map name, image filename or URL is recorded in the source file. Label observation kept verbatim in description.",Convention Centre / Center
KN-0198,campus_map,utility,,NCC Office,NCC Office,Label visible,,,,,,,,SRC-M-01,,closeup,MAP-008,pending_university_confirmation,"Entity link: NCC Office (campus_map_only); see combined_entity_overlap.csv. Source: campus_map_observations.csv; no map name, image filename or URL is recorded in the source file. Label observation kept verbatim in description.",NCC Office
KN-0199,campus_map,utility,,Infra Office,Infra Office,Label visible,,,,,,,,SRC-M-01,,closeup,MAP-009,pending_university_confirmation,"Entity link: Infra Office (campus_map_only); see combined_entity_overlap.csv. Source: campus_map_observations.csv; no map name, image filename or URL is recorded in the source file. Label observation kept verbatim in description.",Infra Office
KN-0200,campus_map,wayfinding,,Main Gate,Main Gate,,,"Sign says left arrow, 7 min from sign",,,,,,SRC-M-02,,full_sign,MAP-010,pending_university_confirmation,"Entity link: Main Gate (campus_map_only); see combined_entity_overlap.csv. Source: campus_map_observations.csv; no map name, image filename or URL is recorded in the source file. Sign observation kept verbatim in location.",Main Gate
KN-0201,campus_map,wayfinding,,Health Care Centre,Health Care Centre,,,"Sign says straight, 1 min from sign",,,,,,SRC-M-02,,full_sign,MAP-011,pending_university_confirmation,"Entity link: Health Care Centre (partial); see combined_entity_overlap.csv. Source: campus_map_observations.csv; no map name, image filename or URL is recorded in the source file. Sign observation kept verbatim in location.",Health Care Centre
KN-0202,campus_map,wayfinding,,Hostel 5,Hostel 5,,,"Sign says straight, 1 min from sign",,,,,,SRC-M-02,,full_sign,MAP-012,pending_university_confirmation,"Entity link: Hostels / residences (clear); see combined_entity_overlap.csv. Source: campus_map_observations.csv; no map name, image filename or URL is recorded in the source file. Sign observation kept verbatim in location.",Hostels / residences
